"species","Spearman_Correlation","P_value"
"Streptomyces_genisteinicus",-0.923726922559552,1.21808759524603e-07
"Clostridium_sp._DL-VIII",0.913605311875021,3.00961989230069e-07
"Clostridium_felsineum",0.892928728072,1.41450852450629e-06
"Porphyromonas_sp._oral_taxon_275",0.877450980392157,0
"Flaviflexus_ciconiae",-0.861428362389707,8.898878930354e-06
"uncultured_Macellibacteroides_sp.",0.859616341352088,9.75574562524823e-06
"Streptomyces_sp._W1SF4",-0.848357840289299,1.68126619158276e-05
"Sinomicrobium_kalidii",0.844285440861902,2.02557772508531e-05
"Tenacibaculum_tangerinum",0.844093087135263,2.04321667914072e-05
"Blattabacterium_cuenoti",0.839780429611668,2.47431016838933e-05
"Halanaerobium_praevalens",0.839427757759938,2.51273312627665e-05
"Sphingobacterium_sp._UDSM-2020",0.83538678336039,2.99031795246654e-05
"Spirosoma_pollinicola",0.8342642486855,3.13585432775906e-05
"Polaribacter_litorisediminis",0.831602795713112,3.50503242976773e-05
"Acetilactobacillus_jinshanensis",0.831416299891631,3.53222320904101e-05
"Alistipes_onderdonkii",0.830675471922755,3.64200289388711e-05
"Methanobrevibacter_sp._AbM4",0.830263955193839,3.70421963652267e-05
"Rathayibacter_sp._VKM_Ac-2760",-0.827976527191431,4.06667560175888e-05
"Clostridium_sporogenes",0.827596248407741,4.12974392804208e-05
"Micromonospora_sp._B006",-0.824728862159214,4.63245091883848e-05
"uncultured_Carboxylicivirga_sp.",0.82216147429096,5.12547834755192e-05
"Cloacibacterium_sp._TD35",0.819266241536891,5.73388233607147e-05
"Corynebacterium_humireducens",-0.818005480229977,6.01724423756035e-05
"Arthrobacter_agilis",-0.816440011901546,6.38544166697406e-05
"Chryseobacterium_sp._CY350",0.81636165626665,6.40435894668763e-05
"Chlorobium_phaeovibrioides",0.815162443370355,6.69983165436321e-05
"Micrococcus_luteus",-0.814273686427143,6.92615106321165e-05
"Mycobacterium_sp._SMC-4",-0.813595148184059,7.1032448424232e-05
"Flavobacterium_gilvum",0.807926260905512,8.7376675060235e-05
"Chryseobacterium_gambrini",0.802468983888781,0.000105992672060049
"Proteus_hauseri",0.802468202000667,0.000105995560560943
"Flavobacterium_sp._F-70",0.800503974127231,0.000113464077173782
"Alistipes_indistinctus",0.796587367235247,0.000129681546151686
"Bartonella_bovis",0.794205965765326,0.000140461721961028
"Muribaculum_intestinale",0.790888043411366,0.000156727622903087
"Chryseobacterium_balustinum",0.79039726580071,0.000159262585064191
"Alistipes_dispar",0.788893530784739,0.000167244773202162
"Duncaniella_dubosii",0.784531717137217,0.000192320122656849
"Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6",0.782930884070088,0.000202279330565289
"Maribacter_sp._Hal144",0.782676706075977,0.000203899662386572
"Mucilaginibacter_ginkgonis",0.781680019113164,0.000210358592671157
"Staphylococcus_felis",0.781662758769334,0.000210471937289566
"Kaistella_daneshvariae",0.779783531101378,0.000223122107451262
"Marivirga_tractuosa",0.777712362631884,0.000237795154010878
"Trueperella_pecoris",-0.776622590235922,0.000245834020135421
"Porphyromonas_asaccharolytica",0.776211059445487,0.00024892825071367
"Streptomyces_flavofungini",-0.773175333057137,0.000272775255383858
"Actinoplanes_sp._OR16",-0.772579486990896,0.000277672973494712
"Plesiomonas_shigelloides",0.771832838652105,0.000283913758522216
"Antarcticibacterium_sp._1MA-6-2",0.771015229361113,0.000290881621778968
"Actinomyces_respiraculi",-0.770079850445128,0.000299027727022711
"Prevotella_sp._E2-28",0.769518077509135,0.000304011051850324
"Parabacteroides_goldsteinii",0.769156904456944,0.000307251381859661
"Pseudocnuella_soli",0.766113223961212,0.000335721618079777
"Kocuria_rhizophila",-0.764218497365727,0.000354531360213687
"Mangrovibacterium_marinum",0.762796694278684,0.000369216330710357
"Chryseobacterium_manosquense",0.762509845285841,0.000372239640915431
"Formosa_sp._Hel1_33_131",0.760714416721612,0.000391635562843441
"Cutibacterium_avidum",-0.75921605085813,0.00040846024032722
"Draconibacterium_halophilum",0.759105307362482,0.00040972726471919
"Candidatus_Hydrogenosomobacter_endosymbioticus",0.75791722731798,0.00042352737430654
"Bradyrhizobium_guangzhouense",0.757681021407153,0.000426316616097676
"Actinomyces_urogenitalis",-0.752912465244122,0.000485985246890267
"Spirosoma_montaniterrae",0.751539666747021,0.000504395959148005
"Flammeovirga_kamogawensis",0.75140484552665,0.000506234905565831
"Bacteroides_ovatus",0.750776196583062,0.000514883370121698
"Actinomyces_slackii",-0.75,0.000791475940507802
"Brachybacterium_huguangmaarense",-0.749786930932363,0.000528741450002208
"Flavobacterium_sp._YJ01",0.748605007931958,0.000545703413618618
"Actinomyces_sp._oral_taxon_169",-0.747549019607843,0.000841522086384805
"Pedobacter_sp._KBS0701",0.747533943483762,0.0005614625697589
"Rufibacter_radiotolerans",0.747057240015265,0.0005685971340018
"Pseudomonas_veronii",0.746872896136661,0.000571376221985423
"Mycobacterium_sp._SMC-2",-0.746250613543136,0.000580840940950802
"Streptomyces_nodosus",-0.745714054637828,0.000589106012665042
"Porphyromonas_gingivalis",0.745098039215686,0.000893930474975868
"Micromonospora_purpureochromogenes",-0.74501467956256,0.00060002545783677
"Hymenobacter_sp._NBH84",0.744999241517239,0.000600268376440774
"Weissella_ceti",0.744733900263787,0.000604456315538505
"Ferruginibacter_lapsinanis",0.744433273145228,0.000609230457625198
"Aquirufa_lenticrescens",0.743889076655751,0.000617952243665805
"Mycolicibacterium_moriokaense",-0.743643136920872,0.000621927756260641
"Faecalibacter_bovis",0.743559464728606,0.000623285111392988
"Nonlabens_dokdonensis",0.743384498097569,0.000626131418647157
"Parabacteroides_distasonis",0.743102530843547,0.000630741075606463
"Phycicoccus_endophyticus",-0.742175369273387,0.000646097510072909
"Brachybacterium_sp._P6-10-X1",-0.742146960242409,0.000646572897282645
"Thaumasiovibrio_subtropicus",0.741821736488983,0.000652035790147526
"Clostridium_intestinale",0.741534655366975,0.000656889751615151
"Nonlabens_sp._MB-3u-79",0.740058128060644,0.000682330915171125
"Chryseobacterium_oryzae",0.739877857561922,0.000685492247054767
"Sulfurospirillum_deleyianum",0.739740996302652,0.000687900430003741
"Polaribacter_sp._SA4-12",0.739532079009882,0.000691590019788899
"Nocardioides_sp._LMS-CY",-0.738734398502194,0.000705828748478286
"Actinomyces_faecalis",-0.737102961998184,0.000735707712162967
"Schaalia_cardiffensis",-0.735472394054434,0.000766610438446512
"Chryseobacterium_sp._Y16C",0.734776048131292,0.000780131291926725
"Paenibacillus_antarcticus",0.734631989979553,0.000782952954698566
"Streptomyces_sp._NEAU-S7GS2",-0.73418773468519,0.000791707840841204
"Agromyces_laixinhei",-0.732983446608767,0.000815849181948063
"Chryseobacterium_nakagawai",0.731989073346589,0.000836238908856743
"Muricauda_sp._SCSIO_65647",0.731849221402952,0.000839140114867744
"Proteiniborus_sp._MB09-C3",0.73170104770105,0.000842223036791981
"Georgenia_yuyongxinii",-0.731339203947746,0.000849791016372489
"Cellulomonas_sp._PSBB021",-0.730502985986499,0.000867496034428979
"Cloacibacterium_caeni",0.730181690160426,0.000874379381403527
"Mageeibacillus_indolicus",0.729613871042756,0.000886654636602427
"Porphyromonas_cangingivalis",0.729613871042756,0.000886654636602427
"Streptomyces_sp._SM18",-0.729237837951396,0.000894861992094028
"uncultured_Acetobacteroides_sp.",0.728477165251768,0.000911656724608732
"Corynebacterium_sanguinis",-0.728455829763678,0.000912131517150706
"Chryseobacterium_capnotolerans",0.728213719981049,0.000917533683109708
"Candidatus_Erwinia_haradaeae",0.727645543664555,0.000930315281848276
"Ehrlichia_canis",0.726555845551248,0.000955240919717437
"Streptomyces_sp._GQFP",-0.725440734350387,0.000981316654120529
"Imperialibacter_roseus",0.725376470506965,0.000982837139554337
"Parabacteroides_chongii",0.724045390801693,0.00101477096820493
"Gottschalkia_acidurici",0.723712913623573,0.00102287972606385
"Changpingibacter_yushuensis",-0.723252156524411,0.00103420548797179
"Actinomyces_sp._Chiba101",-0.722256420242325,0.00105903542692638
"Actinomyces_radicidentis",-0.721472935732024,0.00107891674002632
"Arcticibacterium_luteifluviistationis",0.721428202075591,0.00108006111038962
"Rathayibacter_iranicus",-0.721423092412212,0.0010801918888345
"Hymenobacter_volaticus",0.720679716859293,0.00109935787405252
"Chryseobacterium_sp._wdc7",0.720220871455297,0.00111132742589506
"Amniculibacterium_sp._G2-70",0.720006680329658,0.00111695156470751
"Malacoplasma_iowae",0.719774364916287,0.00112307812957396
"Candidatus_Arcticimaribacter_forsetii",0.719685206568133,0.00112543674085397
"Metamycoplasma_hyosynoviae",0.719466817786468,0.00113123130619529
"Mesomycoplasma_ovipneumoniae",0.719439895452695,0.00113194734422083
"Pontibacter_actiniarum",0.719189514572169,0.00113862450793232
"Parabacteroides_johnsonii",0.718985501178359,0.00114408913366679
"Acholeplasma_hippikon",0.718553034464928,0.00115574457627878
"Arthrobacter_sp._YA7-1",-0.718411512555897,0.00115957994203717
"Fusobacterium_gonidiaformans",0.717446883011566,0.00118600282743473
"Phytohabitans_flavus",-0.717231402430849,0.00119197252698242
"Flavobacterium_sp._CS20",0.716682488373698,0.00120729172694014
"Bifidobacterium_choerinum",-0.715357243624182,0.00124494689590941
"Flavobacterium_azooxidireducens",0.713932700736303,0.0012864974523857
"Fusobacterium_varium",0.713852777078977,0.00128886206246147
"Sphingobacterium_spiritivorum",0.713697993433117,0.00129345165041457
"Tepidibacter_sp._8C15b",0.713648635986222,0.00129491800691708
"Dictyoglomus_turgidum",0.713458015293114,0.00130059400401774
"Kocuria_turfanensis",-0.713252905773093,0.00130672429740535
"Clostridium_septicum",0.712461081832713,0.00133061397466448
"Cyclobacterium_amurskyense",0.712378798555641,0.00133311698818442
"uncultured_Draconibacterium_sp.",0.712365222907956,0.00133353032450606
"Schaalia_sp._19OD2882",-0.711656977422745,0.00135524104206816
"Streptococcus_phage_CHPC1148",-0.711327256178626,0.00136544719481039
"Agrococcus_sp._SCSIO52902",-0.711244283348195,0.00136802546519878
"Clostridium_botulinum",0.710866767171281,0.00137980692962623
"Streptomyces_yatensis",-0.710441335196864,0.00139318369673334
"Halarcobacter_anaerophilus",0.710238410857665,0.00139960169381129
"Flaviflexus_salsibiostraticola",-0.710160435128568,0.00140207433594822
"Flavobacterium_haoranii",0.709344324849896,0.00142816992400137
"Bacteroides_fragilis",0.708411268839083,0.00145849318099329
"Clostridium_gelidum",0.708221118437011,0.00146473733994536
"Chryseobacterium_aureum",0.7081366708846,0.00146751747060469
"Colwellia_sp._Arc7-D",0.707868230978461,0.00147638372575569
"Natrialbaceae_archaeon_AArc-T1-2",-0.707673146340372,0.00148285474482707
"Chitinophaga_sp._HK235",0.706017975662624,0.00153870150546657
"Actinomyces_capricornis",-0.705522003479445,0.00155576859959467
"Alkaliflexus_sp._Ai-910",0.705241399414319,0.0015654932872031
"Alistipes_megaguti",0.705237312528024,0.00156563529161087
"Pseudomonas_alcaliphila",-0.7046550014184,0.00158597698290129
"Actinomyces_lilanjuaniae",-0.704519614333682,0.00159073739674606
"Pediococcus_pentosaceus",0.703953150569764,0.00161078263262782
"Actinomyces_trachealis",-0.703862793241247,0.00161399917831583
"Actinoplanes_sp._NRRL_3884",-0.703795779958849,0.00161638812760977
"Blautia_liquoris",0.70370368102456,0.0016196760914243
"Actinomyces_wuliandei",-0.703068013902125,0.00164251978070355
"Flavobacterium_lacustre",0.702736101370219,0.00165455232515757
"Megamonas_funiformis",0.702704823771602,0.00165568992783651
"Microbacterium_sp._YJN-G",-0.702553492956044,0.00166120308248991
"Corynebacterium_simulans",-0.701964118163034,0.00168281858105499
"Dysgonomonas_sp._HDW5B",0.701885939161664,0.00168570308749532
"Flavobacterium_sp._N1846",0.701841019113466,0.00168736230125864
"Flavobacterium_covae",0.70178077323536,0.0016895897108818
"Ornithobacterium_rhinotracheale",0.701476318834939,0.00170088295378378
"Cellulomonas_iranensis",-0.700974990122177,0.00171961393199983
"Dolichospermum_compactum",0.700489518200538,0.00173791350855045
"Campylobacter_fetus",0.700383224609678,0.00174194143429415
"Clostridium_taeniosporum",0.698641922988897,0.00180902552998945
"Runella_slithyformis",0.698634142863382,0.00180932994758012
"Algibacter_luteus",0.698531094357914,0.00181336595373824
"Streptococcus_sp._S1",-0.698529411764706,0.00246310926832693
"Mycoplasma_phocoeninasale",0.697222791838947,0.00186525239682092
"Dysgonomonas_sp._HDW5A",0.696648704936582,0.00188840141385326
"Flavobacterium_anhuiense",0.69638376185396,0.0018991639177594
"Fusobacterium_ulcerans",0.696381231027461,0.00189926696680564
"Flavobacterium_johnsoniae",0.696083353612108,0.00191142786880985
"Clostridium_cadaveris",0.695946942721406,0.00191701813846702
"Kineobactrum_salinum",0.6957850467647,0.00192367019962091
"uncultured_Sunxiuqinia_sp.",0.695060725952267,0.00195366358398795
"Lysinibacillus_sp._1_U-2021",0.694861347470788,0.00196198656618057
"Spirosoma_foliorum",0.69456674926725,0.00197433762993704
"Ferruginibacter_albus",0.694566513700436,0.00197434753153413
"Streptococcus_sp._S5",-0.693627450980392,0.00270813644845891
"Arcobacter_aquimarinus",0.692429654229363,0.00206585660101873
"Wujia_chipingensis",0.692426247517466,0.00206600521478806
"Brachyspira_pilosicoli",0.691829650162244,0.00209216644045974
"Paraclostridium_bifermentans",0.69164827934163,0.00210017322676085
"Actinomyces_weissii",-0.691600375240529,0.00210229218157577
"Actinomyces_procaprae",-0.691600375240529,0.00210229218157577
"Janibacter_sp._YB324",-0.690811664318764,0.00213743186911709
"Schaalia_sp._ZJ405",-0.69062791122623,0.00214568734444785
"Porphyromonas_somerae",0.689995031347599,0.00217432073441998
"Shewanella_sediminis",0.689553206856021,0.00219449495569049
"Catalinimonas_niigatensis",0.689472193434198,0.00219821068650355
"Parabacteroides_faecis",0.689237164076254,0.00220901959604338
"Actinomyces_viscosus",-0.688725490196079,0.00297210159221423
"Aggregatibacter_sp._oral_taxon_513",0.688725490196079,0.00297210159221423
"Chryseobacterium_suipulveris",0.687200456267142,0.00230452087787256
"Brucepastera_parasyntrophica",0.687072516228947,0.00231063089895412
"Microbacterium_hominis",-0.68643858567907,0.00234110121779086
"Lacinutrix_sp._WUR7",0.68626677565404,0.00234941572124083
"Shewanella_frigidimarina",0.686049305863226,0.00235997446503503
"Capnocytophaga_cynodegmi",0.685084034683203,0.00240731030167581
"Owenweeksia_hongkongensis",0.684916240987315,0.00241561732655602
"Winogradskyella_sp._J14-2",0.684893110973069,0.00241676426760318
"Chryseobacterium_indoltheticum",0.684663092072227,0.00242819438238417
"Bacillus_sp._FJAT-18017",0.684224042342281,0.00245013430102286
"Clostridium_sp._MB40-C1",0.683891494944851,0.00246685972326872
"Fusobacterium_gastrosuis",0.683823529411765,0.00325610496782743
"Trueperella_abortisuis",-0.683629206512821,0.00248011717551293
"secondary_endosymbiont_of_Trabutina_mannipara",0.68336799184408,0.00249337814202067
"Bacteroides_helcogenes",0.683048744784984,0.00250966380196848
"uncultured_Methanoregula_sp.",0.682636540963655,0.00253081984211842
"Actinobaculum_sp._313",-0.682628536351005,0.00253123210955241
"Mycolicibacterium_phocaicum",-0.681980207289146,0.00256480607497024
"Kocuria_rosea",-0.681500178587854,0.00258989808180947
"Enterobacteriaceae_endosymbiont_of_Plateumaris_rustica",0.68141725968214,0.00259425263827529
"Streptococcus_parasanguinis",-0.681372549019608,0.00340597644898941
"Draconibacterium_orientale",0.681076755012596,0.00261219724553754
"Rummeliibacillus_stabekisii",0.680795539038992,0.00262709361398469
"Formosa_agariphila",0.680425397856361,0.00264680608297601
"Pseudomonas_sp._R76",-0.679366220486757,0.00270388223937752
"Lentilactobacillus_laojiaonis",0.678904195514302,0.00272909203259118
"Clostridium_argentinense",0.678793816209531,0.00273514302193103
"Chryseobacterium_shandongense",0.67771753968661,0.00279472013889127
"Listeria_sp._PSOL-1",0.676635292157789,0.0028556906209915
"Bacteroides_salyersiae",0.676561771496637,0.00285987156308855
"Lactobacillus_sp._KimC2",0.676512718662319,0.00286266385336389
"Bacteroides_faecium",0.676265491291744,0.00287677090707665
"Cellulomonas_wangsupingiae",-0.67583949723921,0.00290121149447316
"Georgenia_wutianyii",-0.674907581507047,0.00295526871511805
"Brevibacterium_casei",-0.674885035903932,0.00295658660314259
"Flavobacterium_ardleyense",0.674745985410243,0.00296472529424217
"Actinomyces_qiguomingii",-0.674432990039523,0.00298311186121618
"Barnesiella_viscericola",0.673220705291675,0.00305520507680526
"Chryseobacterium_gleum",0.673220705291675,0.00305520507680526
"Caldicellulosiruptor_danielii",0.673202263196328,0.00305631266315317
